domain,owner,base_domain,dnssec,spf_valid,dmarc_valid,dmarc_adkim,dmarc_aspf,dmarc_fo,dmarc_p,dmarc_pct,dmarc_rf,dmarc_ri,dmarc_rua,dmarc_ruf,dmarc_sp,mx,tls,starttls,spf_record,dmarc_record,dmarc_record_location,mx_error,mx_warnings,spf_error,spf_warnings,dmarc_error,dmarc_warnings,ns,ns_error,ns_warnings
kecendo.com,UNH,kecendo.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:e9fbkgxn@ag.c1.dmarcian.com,mailto:e9fbkgxn@fr.c1.dmarcian.com,reject,,,,v=spf1 -all,v=DMARC1; p=reject; rua=mailto:e9fbkgxn@ag.c1.dmarcian.com; ruf=mailto:e9fbkgxn@fr.c1.dmarcian.com;,kecendo.com,,No MX records found. Is the domain parked?,,,,,pdns11.domaincontrol.com|pdns12.domaincontrol.com,,
kelseycareadvantage.com,UNH,kelseycareadvantage.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:dmarc_rua@emaildefense.proofpoint.com|mailto:unitedhealthgroup@rua.agari.com,mailto:dmarc_ruf@emaildefense.proofpoint.com|mailto:unitedhealthgroup@ruf.agari.com,none,"10, mailrnh.corpmailsvcs.com",,,v=spf1 ip4:216.205.90.92 ip4:12.19.100.11 include:spf-00072e01.pphosted.com include:_spfae.corpmailsvcs.com include:sendgrid.net include:437580.spf04.hubspotemail.net include:servers.mcsv.net include:_spf.salesforce.com -all,"v=DMARC1; p=reject; sp=none; fo=1; ri=3600; rua=mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,mailto:unitedhealthgroup@ruf.agari.com",kelseycareadvantage.com,,,,,,,extns1.ksnet.com|extns2.ksnet.com,,
kernrivergas.com,BRK,kernrivergas.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:dmarcs@kernrivergas.com|mailto:3zgwhxv9@ag.dmarcian.com,mailto:dmarc@kernrivergas.com,reject,"10, kernrivergas-com.mail.protection.outlook.com",,,v=spf1 ip4:131.219.5.77 ip4:206.108.233.0/27 ip4:206.108.235.224/27 ip4:204.124.195.248 include:spf.protection.outlook.com -all,"v=DMARC1; p=reject; rua=mailto:dmarcs@kernrivergas.com,mailto:3zgwhxv9@ag.dmarcian.com; ruf=mailto:dmarc@kernrivergas.com; rf=afrf; ri=86400",kernrivergas.com,,52.101.9.17 does not have any reverse DNS (PTR) records,,,,,service6.pacificorp.com|service2.pacificorp.com|service3.pacificorp.com|service4.pacificorp.com,,
kindle.com,AMZN,kindle.com,False,True,True,r,r,0,none,100,a:f:r:f,86400,mailto:kindle-dmarc-reports@amazon.com,mailto:kindle-dmarc-reports@amazon.com,none,"10, inbound-smtp.us-east-1.amazonaws.com",,,v=spf1 include:amazon.com ?all,v=DMARC1; p=none; pct=100; rua=mailto:kindle-dmarc-reports@amazon.com; ruf=mailto:kindle-dmarc-reports@amazon.com,kindle.com,,,,,,,ns1.amzndns.com|ns1.amzndns.co.uk|ns2.amzndns.com|ns2.amzndns.net|ns2.amzndns.co.uk|ns1.amzndns.net|ns2.amzndns.org|ns1.amzndns.org,,
kinray.com,CAH,kinray.com,False,True,True,r,r,0,none,100,a:f:r:f,86400,mailto:dmarcreports@cardinalhealth.com,mailto:dmarcreports@cardinalhealth.com,none,"10, mx1.hc2781-64.iphmx.com|10, mx2.hc2781-64.iphmx.com",,,v=spf1 include:_spf.cardinalhealth.com ~all,v=DMARC1; p=none; rua=mailto:dmarcreports@cardinalhealth.com; ruf=mailto:dmarcreports@cardinalhealth.com,kinray.com,,,,,,,ns-cloud-e3.googledomains.com|ns-cloud-e4.googledomains.com|ns-cloud-e1.googledomains.com|ns-cloud-e2.googledomains.com,,
kxtech.com,BRK,kxtech.com,True,True,False,,,,,,,,,,,"0, kxtech-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com -all,,,,52.101.9.17 does not have any reverse DNS (PTR) records,,,A DMARC record does not exist for this domain or its base domain,,pdns07.domaincontrol.com|pdns08.domaincontrol.com,,
kytrailer.com,BRK,kytrailer.com,False,True,True,r,r,0,none,100,a:f:r:f,86400,mailto:postmaster@kytrailer.com,mailto:postmaster@kytrailer.com,none,"0, kytrailer-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com ip4:147.160.167.0/26 include:_spf.salesforce.com include:aspmx.pardot.com ~all,v=DMARC1; p=none; rua=mailto:postmaster@kytrailer.com; ruf=mailto:postmaster@kytrailer.com; rf=afrf; pct=100; ri=86400,kytrailer.com,,,,,,,ns0.dnsmadeeasy.com|ns3.dnsmadeeasy.com|ns4.dnsmadeeasy.com|ns1.dnsmadeeasy.com|ns2.dnsmadeeasy.com,,
labroe.com,UNH,labroe.com,False,True,True,r,r,1,none,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,none,"1, mailrnh.corpmailsvcs.com|2, aspmx.l.google.com|5, alt1.aspmx.l.google.com|5, alt2.aspmx.l.google.com|10, alt3.aspmx.l.google.com|10, alt4.aspmx.l.google.com",,,v=spf1 include:_spfae.corpmailsvcs.com include:_spf.google.com ~all,v=DMARC1;p=none;fo=1;ri=3600;rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,labroe.com,,2800:3f0:4003:c00::1b does not have any reverse DNS (PTR) records,,,,,dns1.unired.net.pe|dns2.unired.net.pe,,
ladarling.com,BRK,ladarling.com,False,True,False,,,,,,,,,,,"10, ladarling.com.1.0001.arsmtp.com|20, ladarling.com.2.0001.arsmtp.com",,,v=spf1 include:edgepilot.com ip4:98.174.108.135 ip4:12.10.93.253 include:spf.protection.outlook.com -all,,,,,,Duplicate include: spf.protection.outlook.com,A DMARC record does not exist for this domain or its base domain,,ns01.domaincontrol.com|ns02.domaincontrol.com,,
landmarkhealth.org,UNH,landmarkhealth.org,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"0, mailrnh.corpmailsvcs.com",,,v=spf1 ip4:207.166.95.11 ip4:35.80.141.6 ip4:44.229.141.55 ip4:208.185.229.41 ip4:208.185.229.42 ip4:208.185.229.43 ip4:208.185.229.44 ip4:208.185.229.45 include:spf.protection.outlook.com  include:_spfae.corpmailsvcs.com  -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,landmarkhealth.org,,,,,,,dns101.register.com|dns102.register.com,,
larsonjuhl.com,BRK,larsonjuhl.com,False,True,True,r,r,0,quarantine,100,a:f:r:f,86400,mailto:DMARC_Reports@larsonjuhl.com,,quarantine,"10, larsonjuhl-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com include:u9153364.wl115.sendgrid.net include:mktomail.com ip4:64.88.160.209 ip4:64.88.160.196 ip4:157.97.200.78 ip4:141.136.120.50 ip4:85.222.240.20 ip4:167.89.18.77 -all,v=DMARC1; p=quarantine; rua=mailto:DMARC_Reports@larsonjuhl.com,larsonjuhl.com,,,,,,,ns46.worldnic.com|ns45.worldnic.com,,
lashgroup.com,COR,lashgroup.com,False,True,True,r,r,1,none,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,none,"10, mxa-00320f01.gslb.pphosted.com|10, mxb-00320f01.gslb.pphosted.com",,,v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com ~all,v=DMARC1; p=none; fo=1;rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,lashgroup.com,,,,,,,dns4.p08.nsone.net|dns3.p08.nsone.net|dns2.p08.nsone.net|ns2.amerisourcebergen.com|dns1.p08.nsone.net,,
lavetasurgical.com,UNH,lavetasurgical.com,False,False,False,,,,,,,,,,,"10, custmx.cscdns.net",,,,,,,"The domain nb-198-58-121-58.tp.nodebalancer.linode.com does not exist|The reverse DNS of 198.58.121.58 is nb-198-58-121-58.tp.nodebalancer.linode.com, but the A/AAAA DNS records for nb-198-58-121-58.tp.nodebalancer.linode.com do not resolve to 198.58.121.58","('lavetasurgical.com does not have a SPF TXT record ', 'lavetasurgical.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
lewin.com,UNH,lewin.com,True,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:postmaster@lewin.com,mailto:postmaster@lewin.com,none,"10, gal-mxin3.lewin.com|10, val-mxin2.lewin.com",,,v=spf1 ip4:161.249.87.199 ip4:161.249.156.63 include:res.cisco.com include:_spf.createsend.com include:mail.zendesk.com include:spf.protection.outlook.com ~all,v=DMARC1; p=reject; sp=none; fo=1; ri=3600; rua=mailto:postmaster@lewin.com;ruf=mailto:postmaster@lewin.com; aspf=r,lewin.com,,All nameservers failed to answer the query gal-mxin3.lewin.com. IN AAAA: Server Do53:1.1.1.1@53 answered SERVFAIL; Server Do53:1.0.0.1@53 answered SERVFAIL|All nameservers failed to answer the query val-mxin2.lewin.com. IN AAAA: Server Do53:1.1.1.1@53 answered SERVFAIL; Server Do53:1.0.0.1@53 answered SERVFAIL,,,,,ns57.worldnic.com|ns58.worldnic.com,,
lifewell.us,UNH,lifewell.us,False,True,False,,,,,,,,,,,"10, d144370a.ess.barracudanetworks.com|20, d144370b.ess.barracudanetworks.com",,,v=spf1 a:smtp.lifewell.us ip4:70.103.254.199/32 include:zcsend.net ~all,,,,,,,A DMARC record does not exist for this domain or its base domain,,ns69.domaincontrol.com|ns70.domaincontrol.com,,
lina.co.krsigna.co.uk,CI,krsigna.co.uk,False,False,False,,,,,,,,,,,,,,,,,The domain lina.co.krsigna.co.uk does not exist,,"('The domain lina.co.krsigna.co.uk does not exist', 'lina.co.krsigna.co.uk')",,A DMARC record does not exist for this domain or its base domain,,,The domain lina.co.krsigna.co.uk does not exist,
local10.com,BRK,local10.com,False,True,True,r,r,1,none,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,none,"10, mx0a-004f3a01.pphosted.com|10, mx0b-004f3a01.pphosted.com",,,v=spf1 include:spf.clearslide.com a:dispatch-us.ppe-hosted.com ~all,v=DMARC1; p=none; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com; fo=1,local10.com,,,,,,,ns4.grahamdigital.com|ns6.grahamdigital.com|ns2.grahamdigital.com|ns1.grahamdigital.com|ns3.grahamdigital.com|ns5.grahamdigital.com,,
lotteneyes.com.br,UNH,lotteneyes.com.br,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com|mailto:dmarcuhgbr@uhgbrasil.com.br,reject,"1, mailbr.corpmailsvcs.com",,,v=spf1 ip4:45.172.48.0/22 ip4:129.146.91.38 ip4:129.146.232.229 include:_spfv4.corpmailsvcs.com include:spf.us.exclaimer.net include:spf.protection.outlook.com -all,"v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,mailto:dmarcuhgbr@uhgbrasil.com.br",lotteneyes.com.br,,,,,,"uhgbrasil.com.br does not indicate that it accepts DMARC reports about lotteneyes.com.br - Authorization record not found: lotteneyes.com.br._report._dmarc.uhgbrasil.com.br ""                     IN TXT ""v=DMARC1""",dnsext03.amilonline.com.br|dnsext02.amilonline.com.br|NS2.LOCAWEB.com.br|NS1.LOCAWEB.com.br|dnsext04.amilonline.com.br|dnsext01.amilonline.com.br,,
louisvillesurgerycenter.com,UNH,louisvillesurgerycenter.com,False,True,False,,,,,,,,,,,"10, mx.louisvillesurgerycenter.com",,,v=spf1 ip4:38.113.1.0/24 ip4:38.113.20.0/24 ip4:65.254.224.0/19 ?all,,,,"The reverse DNS of 66.96.140.50 is 50.140.96.66.static.eigbox.net, but the A/AAAA DNS records for 50.140.96.66.static.eigbox.net do not resolve to 66.96.140.50|The reverse DNS of 66.96.140.51 is 51.140.96.66.static.eigbox.net, but the A/AAAA DNS records for 51.140.96.66.static.eigbox.net do not resolve to 66.96.140.51|The domain 52.140.96.66.static.eigbox.net does not exist|The reverse DNS of 66.96.140.52 is 52.140.96.66.static.eigbox.net, but the A/AAAA DNS records for 52.140.96.66.static.eigbox.net do not resolve to 66.96.140.52",,,A DMARC record does not exist for this domain or its base domain,,ns2.mdnsservice.com|ns3.mdnsservice.com|ns1.mdnsservice.com,,
lubrizol.com,BRK,lubrizol.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"10, mxa-003e1601.gslb.pphosted.com|10, mxb-003e1601.gslb.pphosted.com",,,v=spf1 ip4:23.140.16.53 ip4:23.140.48.37 ip4:68.232.146.243 ip4:68.232.148.130 ip4:68.232.157.211 ip4:68.232.149.118 ip4:149.72.62.63 ip4:206.187.4.233 ip4:43.228.187.74 ip4:199.122.112.0/22 ip4:66.180.72.0/21 ip4:70.42.227.151 ip4:70.42.227.152 ip4:20.1.128.197 ip4:20.10.24.226 ip4:20.96.12.43 ip4:20.1.130.13 ip4:20.119.174.191 ip4:20.230.106.230 ip4:20.114.186.35 ip4:20.119.207.133 include:spf.protection.outlook.com include:_spf.salesforce.com include:_spf.exactonline.co.uk include:spf-003e1601.pphosted.com ~all,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,lubrizol.com,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 205.220.161.75 is mx0a-003e1601.pphosted.com, but the A/AAAA DNS records for mx0a-003e1601.pphosted.com do not resolve to 205.220.161.75",,,,DMARC record at root of lubrizol.com has no effect,ns2.lubrizol.com|ns1.lubrizol.com,,
lutheranasc.com,UNH,lutheranasc.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('lutheranasc.com does not have a SPF TXT record ', 'lutheranasc.com')",,A DMARC record does not exist for this domain or its base domain,,ns57.domaincontrol.com|ns58.domaincontrol.com,,
major-pharm.com,CAH,major-pharm.com,False,True,True,r,r,0,none,100,a:f:r:f,86400,mailto:dmarcreports@cardinalhealth.com,mailto:dmarcreports@cardinalhealth.com,none,"10, mx1.hc2781-64.iphmx.com|10, mx2.hc2781-64.iphmx.com",,,v=spf1 include:_spf.cardinalhealth.com ~all,v=DMARC1; p=none; rua=mailto:dmarcreports@cardinalhealth.com; ruf=mailto:dmarcreports@cardinalhealth.com,major-pharm.com,,,,,,,ns-1076.awsdns-06.org|ns-1636.awsdns-12.co.uk|ns-354.awsdns-44.com|ns-761.awsdns-31.net,,
majorpharmaceuticals.com,CAH,majorpharmaceuticals.com,False,False,False,,,,,,,,,,,"10, dory.thdg.com|10, nemo.thdg.com",,,v=spf1 mx a ip4:74.218.207.0/24 a:mal.thdg.com a:mail.harvarddruggroup.com a:harvexvm2.harvarddruggroup.com a:dory.thdg.com a:dory.harvarddrugroup.com a:nemo.thdg.com a:nemo.harvarddruggroup.com a:relay.thdg.com a:relay.harvarddrug,,,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 74.218.207.227 is rrcs-74-218-207-227.central.biz.rr.com, but the A/AAAA DNS records for rrcs-74-218-207-227.central.biz.rr.com do not resolve to 74.218.207.227",Parsing the SPF record requires 11/10 maximum DNS lookups - https://tools.ietf.org/html/rfc7208#section-4.6.4,,A DMARC record does not exist for this domain or its base domain,,ns-1058.awsdns-04.org|ns-1594.awsdns-07.co.uk|ns-457.awsdns-57.com|ns-634.awsdns-15.net,,
marchvisioncare.com,UNH,marchvisioncare.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,reject,"10, mail1.corpmailsvcs.com|10, mail10.corpmailsvcs.com|10, mail11.corpmailsvcs.com|10, mail128.corpmailsvcs.com|10, mail131.corpmailsvcs.com|10, mail134.corpmailsvcs.com|10, mail17.corpmailsvcs.com|10, mail2.corpmailsvcs.com|10, mail20.corpmailsvcs.com|10, mail21.corpmailsvcs.com|10, mail27.corpmailsvcs.com|10, mail30.corpmailsvcs.com|10, mail33.corpmailsvcs.com|10, mail36.corpmailsvcs.com|10, mail50.corpmailsvcs.com|10, mail51.corpmailsvcs.com",,,v=spf1 a ip4:161.249.183.0/24 a:mail.marchvisioncare.com a:keys.marchvisioncare.com include:_spfv4.corpmailsvcs.com -all,v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,marchvisioncare.com,,,,,,,epla1.corpnamesvcs.com|epla2.corpnamesvcs.com,,
mariettasurgicalcenter.com,UNH,mariettasurgicalcenter.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('mariettasurgicalcenter.com does not have a SPF TXT record ', 'mariettasurgicalcenter.com')",,A DMARC record does not exist for this domain or its base domain,,ns73.domaincontrol.com|ns74.domaincontrol.com,,
marinspecialtysurgerycenter.com,UNH,marinspecialtysurgerycenter.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('marinspecialtysurgerycenter.com does not have a SPF TXT record ', 'marinspecialtysurgerycenter.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
marioneyespecialistssc.com,UNH,marioneyespecialistssc.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('marioneyespecialistssc.com does not have a SPF TXT record ', 'marioneyespecialistssc.com')",,A DMARC record does not exist for this domain or its base domain,,ns65.domaincontrol.com|ns66.domaincontrol.com,,
marmon-herrington.com,BRK,marmon-herrington.com,True,True,True,r,r,0,quarantine,100,a:f:r:f,86400,mailto:re+ckgc5zf2j7r@dmarc.postmarkapp.com,,quarantine,"0, marmonherrington-com01e.mail.protection.outlook.com",,,v=spf1 ip4:12.192.3.222/32 include:spf.protection.outlook.com -all,v=DMARC1; p=quarantine; pct=100; rua=mailto:re+ckgc5zf2j7r@dmarc.postmarkapp.com; sp=quarantine; aspf=r;,marmon-herrington.com,,,,,,,ns43.worldnic.com|ns44.worldnic.com,,
marmon.com,BRK,marmon.com,False,True,True,r,r,1,quarantine,100,a:f:r:f,86400,mailto:dmarc@marmon.com|mailto:re+cgmdjbugkoy@dmarc.postmarkapp.com,mailto:dmarc@marmon.com|mailto:re+cgmdjbugkoy@dmarc.postmarkapp.com,none,"0, marmon-com.mail.protection.outlook.com",,,v=spf1 ip4:40.123.53.99 ip4:40.123.53.216 ip4:52.232.178.23 ip4:20.88.44.92 include:spf.protection.outlook.com include:mail.zendesk.com include:spf-005a1801.pphosted.com include:sendgrid.net include:relay.mailchannels.net include:_spf.psm.knowbe4.com -all,"v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarc@marmon.com,mailto:re+cgmdjbugkoy@dmarc.postmarkapp.com; ruf=mailto:dmarc@marmon.com,mailto:re+cgmdjbugkoy@dmarc.postmarkapp.com; sp=none; fo=1",marmon.com,,52.101.8.36 does not have any reverse DNS (PTR) records,,,,,aurora.ns.cloudflare.com|christian.ns.cloudflare.com,,
marmoniei.com,BRK,marmoniei.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:dmarc@marmoniei.com,,reject,"10, mx1-us1.ppe-hosted.com|20, mx2-us1.ppe-hosted.com",,,v=spf1 include:_spf.prod.hydra.sophos.com include:spf.protection.outlook.com a:dispatch-us.ppe-hosted.com -all,v=DMARC1; p=reject; rua=mailto:dmarc@marmoniei.com,marmoniei.com,,,,,,,ns21.worldnic.com|ns22.worldnic.com,,
marmonindustrialwater.com,BRK,marmonindustrialwater.com,True,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('marmonindustrialwater.com does not have a SPF TXT record ', 'marmonindustrialwater.com')",,A DMARC record does not exist for this domain or its base domain,,rajeev.ns.cloudflare.com|chelsea.ns.cloudflare.com,,
marmonkeystone.com,BRK,marmonkeystone.com,True,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"10, marmonkeystone-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com ip4:67.235.63.70 ip4:66.212.143.80/28 ip4:74.112.4.226 ip4:162.155.234.0/29 ~all,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,marmonkeystone.com,,52.101.8.36 does not have any reverse DNS (PTR) records,,,,,ns51.worldnic.com|ns52.worldnic.com,,
marmonlink.com,BRK,marmonlink.com,False,False,True,r,r,0,none,100,a:f:r:f,86400,,,none,"0, marmonlink-com.mail.protection.outlook.com",,,v=spf1 include:_spf.marmonlink.com include:amazonses.com include:email.freshdesk.com include:spf.protection.outlook.com  -all,v=DMARC1; p=none;,marmonlink.com,,,Parsing the SPF record requires 11/10 maximum DNS lookups - https://tools.ietf.org/html/rfc7208#section-4.6.4,,,rua tag (destination for aggregate reports) not found,ns-1131.awsdns-13.org|ns-1964.awsdns-53.co.uk|ns-489.awsdns-61.com|ns-897.awsdns-48.net,,
marmonrenew.com,BRK,marmonrenew.com,False,True,False,,,,,,,,,,,"10, marmonrenew-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com -all,,,,52.101.9.17 does not have any reverse DNS (PTR) records,,,A DMARC record does not exist for this domain or its base domain,,ns-1463.awsdns-54.org|ns-1918.awsdns-47.co.uk|ns-195.awsdns-24.com|ns-813.awsdns-37.net,,
marmonutility.com,BRK,marmonutility.com,True,True,True,r,r,0,none,100,a:f:r:f,86400,,,none,"0, mx1-us1.ppe-hosted.com|5, mx2-us1.ppe-hosted.com|10, marmonutility-com.mail.protection.outlook.com",,,v=spf1 ip4:74.220.224.146 include:spf.protection.outlook.com a:dispatch-us.ppe-hosted.com include:spf.usa.net include:relay.mailchannels.net ~all,v=DMARC1; p=none; adkim=r; aspf=r; sp=none,marmonutility.com,,,,,,rua tag (destination for aggregate reports) not found,ns99.worldnic.com|ns100.worldnic.com,,
massurg.com,UNH,massurg.com,False,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('massurg.com does not have a SPF TXT record ', 'massurg.com')",,A DMARC record does not exist for this domain or its base domain,,dns1.cscdns.net|dns2.cscdns.net,,
mckenzievalve.com,BRK,mckenzievalve.com,True,True,True,s,s,0,reject,100,a:f:r:f,86400,,,reject,,,,v=spf1 -all,v=DMARC1; p=reject; sp=reject; adkim=s; aspf=s;,mckenzievalve.com,,No MX records found. Is the domain parked?,,,,rua tag (destination for aggregate reports) not found,rosa.ns.cloudflare.com|carmelo.ns.cloudflare.com,,
mckesson.com,MCK,mckesson.com,False,True,True,r,r,1,none,100,a:f:r:f,86400,mailto:mckesson@rua.agari.com|mailto:dmarc_rua@emaildefense.proofpoint.com|mailto:dmarc@mckesson.com,mailto:mckesson@ruf.agari.com|mailto:dmarc_ruf@emaildefense.proofpoint.com|mailto:dmarc@mckesson.com,none,"10, mx0a-0016dd01.pphosted.com|10, mx0b-0016dd01.pphosted.com",,,v=spf1 include:_spf.salesforce.com include:servers.mcsv.net include:_spf1.mckesson.com include:_spf2.mckesson.com include:spf.bananatag.com ~all,"v=DMARC1; p=none; sp=none; adkim=r; aspf=r; fo=1; pct=100; rf=afrf; ri=86400; rua=mailto:mckesson@rua.agari.com,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc@mckesson.com; ruf=mailto:mckesson@ruf.agari.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,mailto:dmarc@mckesson.com",mckesson.com,,,,,,Some DMARC reporters might not send to more than two rua URIs|Some DMARC reporters might not send to more than two ruf URIs,ep2ns03.mckesson.org|ep2ns02.mckesson.net|ep2ns01.mckesson.com|ep1ns04.mckesson.com|ep1ns03.mckesson.org|ep1ns02.mckesson.net|ep1ns01.mckesson.com,,
mclaneco.com,BRK,mclaneco.com,False,True,True,s,s,1,quarantine,100,a:f:r:f,86400,mailto:mbx_smg_dmarc_rua@mclaneco.com,mailto:mbx_smg_dmarc_rua@mclaneco.com,none,"10, us-smtp-inbound-1.mimecast.com|10, us-smtp-inbound-2.mimecast.com",,,v=spf1 include:_spf1.mclaneco.com include:_spf2.mclaneco.com include:spf.protection.outlook.com include:us._netblocks.mimecast.com -all,v=DMARC1; p=quarantine; rua=mailto:mbx_smg_dmarc_rua@mclaneco.com; ruf=mailto:mbx_smg_dmarc_rua@mclaneco.com; fo=1; adkim=s; aspf=s; pct=100; rf=afrf; ri=86400; sp=none,mclaneco.com,,,,,,,cans01.mclaneco.com|mcns01.mclaneco.com,,
mcna.net,UNH,mcna.net,False,True,True,r,r,1,none,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,none,"10, mailrnh.corpmailsvcs.com",,,v=spf1 ip4:50.16.230.67 ip4:8.47.7.3 ip4:96.91.79.10 ip4:72.46.51.62 include:_spf.google.com include:spf1.worldapp.com include:us._netblocks.mimecast.com include:_spfAE.corpmailsvcs.com -all,v=DMARC1; p=none; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,mcna.net,,,,,,,ns0.dnsmadeeasy.com|ns4.dnsmadeeasy.com|ns1.dnsmadeeasy.com|ns2.dnsmadeeasy.com|ns3.dnsmadeeasy.com,,
medexpress.com,UNH,medexpress.com,False,True,True,r,r,1,none,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,none,"10, mailrnh.corpmailsvcs.com",,,v=spf1 include:_spfv4.corpmailsvcs.com ~all,v=DMARC1; p=none; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,medexpress.com,,,,,,,,The resolution lifetime expired after 10.000 seconds: Server Do53:1.1.1.1@53 answered The DNS operation timed out.,
medicalhilfe.cl,UNH,medicalhilfe.cl,False,True,True,r,r,1,none,100,a:f:r:f,3600,mailto:unitedhealthgroup@rua.agari.com,mailto:unitedhealthgroup@ruf.agari.com,none,"1, mailrnh.corpmailsvcs.com",,,v=spf1 include:_spfae.corpmailsvcs.com include:_spf.google.com include:spf.protection.outlook.com ~all,v=DMARC1; p=none; fo=1; ri=3600; rua=mailto:unitedhealthgroup@rua.agari.com; ruf=mailto:unitedhealthgroup@ruf.agari.com,medicalhilfe.cl,,,,,,,ns1.p68.dns.oraclecloud.net|ns2.p68.dns.oraclecloud.net|ns3.p68.dns.oraclecloud.net|ns4.p68.dns.oraclecloud.net,,
