domain,base_domain,dnssec,spf_valid,dmarc_valid,dmarc_adkim,dmarc_aspf,dmarc_fo,dmarc_p,dmarc_pct,dmarc_rf,dmarc_ri,dmarc_rua,dmarc_ruf,dmarc_sp,mx,tls,starttls,spf_record,dmarc_record,dmarc_record_location,mx_error,mx_warnings,spf_error,spf_warnings,dmarc_error,dmarc_warnings,ns,ns_error,ns_warnings
genre.com,genre.com,False,True,True,r,r,1,none,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,none,"10, mxa-00110801.gslb.pphosted.com|10, mxb-00110801.gslb.pphosted.com",,,v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com ~all,v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,genre.com,,,,,,,ns1-05.azure-dns.com|ns2-05.azure-dns.net|ns3-05.azure-dns.org|ns4-05.azure-dns.info,,
gravertech.com,gravertech.com,False,True,True,r,r,0,quarantine,100,a:f:r:f,86400,,,quarantine,"0, gravertech-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com ip4:74.10.202.232 ip4:50.251.61.46 ip4:149.2.89.2 ip4:50.223.44.74 -all,v=DMARC1; p=quarantine,gravertech.com,,,,,,rua tag (destination for aggregate reports) not found,dalary.ns.cloudflare.com|felicity.ns.cloudflare.com,,
h-b.com,h-b.com,False,True,False,,,,,,,,,,,"10, hb-com0c.mail.protection.outlook.com|99, mail2.h-b.com",,,v=spf1 mx a ip4:52.31.142.214 ip4:52.234.209.94/28 ip4:52.223.57.147 ip4:12.22.238.90 ip4:12.127.42.174 ip4:12.131.64.250 ip4:12.139.166.162 ip4:12.21.209.202 ip4:198.46.98.178 ip4:66.244.222.254 ip4:68.191.223.202 ip4:8.33.47.26 include:spf.protection.outlook.com ~all,,,,,,,A DMARC record does not exist for this domain or its base domain,,ns21.worldnic.com|ns22.worldnic.com,,
harbourind.com,harbourind.com,False,True,False,,,,,,,,,,,"0, harbourind-com.mail.protection.outlook.com|0, mx1-us1.ppe-hosted.com|0, mx2-us1.ppe-hosted.com",,,v=spf1 a:dispatch-us.ppe-hosted.com include:spf.protection.outlook.com ~all,,,,52.101.9.17 does not have any reverse DNS (PTR) records,,,A DMARC record does not exist for this domain or its base domain,,ns.liquidweb.com|ns1.liquidweb.com,,
heatpipe.com,heatpipe.com,False,True,True,r,r,1,none,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,none,"20, heatpipe-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com -all,v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,heatpipe.com,,,,,,,dns1.p04.nsone.net|dns2.p04.nsone.net|dns3.p04.nsone.net|dns4.p04.nsone.net,,
helzberg.com,helzberg.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:DMARCReport@helzberg.com,mailto:DMARCReport@helzberg.com,reject,"10, raven.guardiandigital.com|20, polaris.guardiandigital.com|30, mx1.hc4719-32.iphmx.com|40, mx2.hc4719-32.iphmx.com",,,v=spf1 mx a ip4:160.34.15.16/28 ip4:54.240.27.30/32 ip4:204.232.153.240/32 ip4:142.54.247.163 ip4:142.54.247.164 ip4:142.54.247.165 ip4:18.217.15.190 ip4:18.220.225.17 ip4:18.188.157.112 ip4:18.218.32.179 ip4:18.218.237.242 ip4:18.217.148.235 ip4:34.215.83.92 ip4:34.199.13.167 include:spf.protection.outlook.com include:spf.mandrillapp.com include:mail.zendesk.com include:sendgrid.net exists:%{i}.spf.hc4719-32.iphmx.com -all,v=DMARC1; p=reject; fo=1; rua=mailto:DMARCReport@helzberg.com; ruf=mailto:DMARCReport@helzberg.com,helzberg.com,,,,,,,a14-66.akam.net|a7-64.akam.net|a12-65.akam.net|a2-64.akam.net|a13-66.akam.net|a1-16.akam.net,,
homecapital.com,homecapital.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"10, mx0c-001cac01.pphosted.com|10, mx0d-001cac01.pphosted.com",,,v=spf1 include:spf-001cac01.pphosted.com include:_spf.q4press.com ~all,v=DMARC1;p=reject;fo=1;rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,homecapital.com,,,,"SPF type DNS records found. Use of DNS Type SPF has been removed in the standards track version of SPF, RFC 7208. These records should be removed and replaced with TXT records: v=spf1 include:spf-001cac01.pphosted.com include:_spf.q4press.com ~all",,,dns2.internic.ca|dns.internic.ca,,
homemakers.com,homemakers.com,False,True,True,r,r,0:::1,reject,100,a:f:r:f,86400,mailto:6193ec5515938@ag.dmarcly.com,mailto:6193ec5515938@fo.dmarcly.com,none,"0, homemakers-com.mail.protection.outlook.com",,,v=spf1 include:_u.homemakers.com._spf.dmarclb.com include:spf.protection.outlook.com include:spf.US.exclaimer.net include:_spf.qualtrics.com ~all,v=DMARC1; p=reject; rua=mailto:6193ec5515938@ag.dmarcly.com; ruf=mailto:6193ec5515938@fo.dmarcly.com; sp=none; pct=100; fo=0:1;,homemakers.com,,,,,,Including 0 and 1 fo tag values is redundant,ns0.dnsmadeeasy.com|ns1.dnsmadeeasy.com|ns3.dnsmadeeasy.com|ns2.dnsmadeeasy.com|ns4.dnsmadeeasy.com,,
homeservices.com,homeservices.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:dmarc@homeservices.com,mailto:dmarc@homeservices.com,reject,"5, homeservices-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com include:spf-bhe.homeservices.com include:_spf-amer.onbmc.com ip4:8.23.156.91 ip4:206.128.157.83 ip4:207.225.153.251 ip4:70.42.161.93 ip4:205.201.182.0/20 ip4:198.2.128.0/18 ip4:148.105.0.0/16 ip4:132.226.58.160 ip4:129.80.56.29 -all,v=DMARC1; p=reject; rua=mailto:dmarc@homeservices.com; ruf=mailto:dmarc@homeservices.com; ,homeservices.com,,,,,,,ns1-08.azure-dns.com|ns2-08.azure-dns.net|ns3-08.azure-dns.org|ns4-08.azure-dns.info,,
imc-companies.com,imc-companies.com,False,True,False,,,,,,,,,,,"10, imccompanies-com0i.mail.protection.outlook.com",,,v=spf1 a mx ip4:212.25.106.78 ip4:212.25.106.68 ip4:50.204.12.32 ip4:23.97.242.138 ip4:51.136.114.102 ip4:51.124.104.37 include:spf.protection.outlook.com -all,,,,,,imc-companies.com does not have any A/AAAA records,A DMARC record does not exist for this domain or its base domain,,ns3.bezeqint.net|ns1.bezeqint.net|ns2.bezeqint.net,,
ingersoll-imc.com,ingersoll-imc.com,False,True,True,r,r,0,quarantine,100,a:f:r:f,86400,,,quarantine,"0, ingersollimc-com02c.mail.protection.outlook.com",,,v=spf1 ip4:50.204.12.0/24 include:spf.protection.outlook.com -all,v=DMARC1;p=quarantine;pct=100,ingersoll-imc.com,,52.101.9.17 does not have any reverse DNS (PTR) records,,,,rua tag (destination for aggregate reports) not found,ns-1436.awsdns-51.org|ns-1707.awsdns-21.co.uk|ns-304.awsdns-38.com|ns-554.awsdns-05.net,,
intelligentenergysolutions.com,intelligentenergysolutions.com,False,True,False,,,,,,,,,,,"0, intelligentenergysolutions.com",,,v=spf1 +a +mx +ip4:192.3.201.145 ~all,,,,,,,A DMARC record does not exist for this domain or its base domain,,ns101.webhostingbuzz.com|ns100.webhostingbuzz.com,,
iscar.com,iscar.com,False,True,True,r,r,0,none,100,a:f:r:f,86400,mailto:DMARC@iscar.co.il,,none,"10, iscar-com.mail.protection.outlook.com",,,v=spf1 a mx ip4:212.25.106.78 ip4:212.25.106.68 ip4:13.92.211.132 include:spf.protection.outlook.com include:_spf.jupiter.salesmanago.pl -all,v=DMARC1; p=none; sp=none; aspf=r; adkim=r;rua=mailto:DMARC@iscar.co.il;,iscar.com,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 104.47.51.202 is mail-am7eur030202.inbound.protection.outlook.com, but the A/AAAA DNS records for mail-am7eur030202.inbound.protection.outlook.com do not resolve to 104.47.51.202",,,,"iscar.co.il does not indicate that it accepts DMARC reports about iscar.com - Authorization record not found: iscar.com._report._dmarc.iscar.co.il ""                     IN TXT ""v=DMARC1""",ns.iscar.com|ns2.bezeqint.net|ns1.bezeqint.net,,
ius.co.uk,ius.co.uk,False,True,True,r,s,1,reject,100,a:f:r:f,86400,mailto:itsecurity@ius.co.uk,mailto:itsecurity@ius.co.uk,none,"10, mx1.hc702-86.c3s2.iphmx.com|20, mx2.hc702-86.c3s2.iphmx.com",,,v=spf1 mx a ip4:80.193.70.213 include:spf.protection.outlook.com -all,v=DMARC1;p=reject;sp=none;aspf=s;rua=mailto:itsecurity@ius.co.uk;ruf=mailto:itsecurity@ius.co.uk;fo=1,ius.co.uk,,,,,,,dns3.name-services.com|dns5.name-services.com|dns2.name-services.com|dns4.name-services.com|dns1.name-services.com,,
jm.com,jm.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com|mailto:dmarc_agg@vali.email,mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"10, mxa-00152701.gslb.pphosted.com|10, mxb-00152701.gslb.pphosted.com|20, mx0a-00152701.pphosted.com|20, mx0b-00152701.pphosted.com",,,v=spf1 mx ip4:66.242.34.13 ip4:74.63.177.57 ip4:74.63.177.58 ip4:74.201.71.34 -all,"v=DMARC1; p=reject; sp=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_agg@vali.email; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com",jm.com,,,,,,,ns1-34.azure-dns.com|ns2-34.azure-dns.net|ns3-34.azure-dns.org|ns4-34.azure-dns.info,,
jomaccanada.com,jomaccanada.com,False,True,False,,,,,,,,,,,"10, mx-cluster-usa01.hornetsecurity.com|20, mx-cluster-usa02.hornetsecurity.com|30, mx-cluster-usa03.hornetsecurity.com|40, mx-cluster-usa04.hornetsecurity.com",,,v=spf1 mx a include:spf.protection.outlook.com include:spf.hornetsecurity.com include:mailgun.org ip4:192.95.32.134 ip4:158.85.89.116 ip4:158.85.77.121 ip4:45.73.11.98 ~all,,,,,,,A DMARC record does not exist for this domain or its base domain,,ns1.systemdns.com|ns3.systemdns.com|ns2.systemdns.com,,
jordans.com,jordans.com,False,True,True,r,r,1,reject,100,a:f:r:f,3600,mailto:cf545e3e@inbox.ondmarc.com,mailto:cf545e3e@inbox.ondmarc.com,reject,"0, jordans-com.mail.protection.outlook.com",,,v=spf1 a mx a:www.jordans.com ip4:162.209.18.10/32 include:spf.protection.outlook.com ip4:50.205.95.21 ip4:69.64.101.230 ip4:50.205.95.29 ip4:50.205.95.18 ip4:50.207.104.54 ip4:50.207.104.30 ip4:50.207.104.26 ip4:50.199.247.41 ip4:50.207.104.38 ip4:66.210.126.74 ip4:50.232.243.66 ip4:50.229.102.214 ip4:50.225.155.74 ip4:104.226.45.114 include:_spf.atlassian.net ~all,v=DMARC1; p=reject; pct=100; fo=1; ri=3600; rua=mailto:cf545e3e@inbox.ondmarc.com; ruf=mailto:cf545e3e@inbox.ondmarc.com;,jordans.com,,52.101.9.17 does not have any reverse DNS (PTR) records,,,,,pdns07.domaincontrol.com|pdns08.domaincontrol.com,,
joycecrane.com,joycecrane.com,True,True,False,,,,,,,,,,,"0, d135951a.ess.barracudanetworks.com|10, d135951b.ess.barracudanetworks.com",,,v=spf1 include:spf.ess.barracudanetworks.com -all,,,,,,,A DMARC record does not exist for this domain or its base domain,,vita.ns.cloudflare.com|chris.ns.cloudflare.com,,
justinboots.com,justinboots.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:079bfcda0d2c057@rep.dmarcanalyzer.com,mailto:079bfcda0d2c057@for.dmarcanalyzer.com,reject,"10, us-smtp-inbound-1.mimecast.com|10, us-smtp-inbound-2.mimecast.com",,,v=spf1 include:spf.bhshoeholdings.com ~all,v=DMARC1; p=reject; rua=mailto:079bfcda0d2c057@rep.dmarcanalyzer.com; ruf=mailto:079bfcda0d2c057@for.dmarcanalyzer.com; fo=1;,justinboots.com,,,,,,,ns-1217.awsdns-24.org|ns-1870.awsdns-41.co.uk|ns-238.awsdns-29.com|ns-968.awsdns-57.net,,
kbsforbanks.com,kbsforbanks.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"10, mxa-003b6801.gslb.pphosted.com|20, mxb-003b6801.gslb.pphosted.com",,,v=spf1 ip4:207.189.152.19 ip4:192.111.2.19 include:spf-003b6801.pphosted.com -all,v=DMARC1;p=reject;fo=1;rua=mailto:dmarc_rua@emaildefense.proofpoint.com;ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,kbsforbanks.com,,,,,,,NS5.PAIRNIC.com|NS6.PAIRNIC.com,,
kbsinnovations.com,kbsinnovations.com,False,True,False,,,,,,,,,,,"10, d292330a.ess.barracudanetworks.com|20, d292330b.ess.barracudanetworks.com",,,v=spf1 +ip4:69.175.98.166 +include:spf.protection.outlook.com +include:spf.ess.barracudanetworks.com +include:spf.emailsignatures365.com ~all,,,,,,,A DMARC record does not exist for this domain or its base domain,,noel.ns.cloudflare.com|sandy.ns.cloudflare.com,,
kernrivergas.com,kernrivergas.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:dmarcs@kernrivergas.com|mailto:3zgwhxv9@ag.dmarcian.com,mailto:dmarc@kernrivergas.com,reject,"10, kernrivergas-com.mail.protection.outlook.com",,,v=spf1 ip4:131.219.5.77 ip4:206.108.233.0/27 ip4:206.108.235.224/27 ip4:204.124.195.248 include:spf.protection.outlook.com -all,"v=DMARC1; p=reject; rua=mailto:dmarcs@kernrivergas.com,mailto:3zgwhxv9@ag.dmarcian.com; ruf=mailto:dmarc@kernrivergas.com; rf=afrf; ri=86400",kernrivergas.com,,52.101.9.17 does not have any reverse DNS (PTR) records,,,,,service6.pacificorp.com|service2.pacificorp.com|service3.pacificorp.com|service4.pacificorp.com,,
kxtech.com,kxtech.com,True,True,False,,,,,,,,,,,"0, kxtech-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com -all,,,,52.101.9.17 does not have any reverse DNS (PTR) records,,,A DMARC record does not exist for this domain or its base domain,,pdns07.domaincontrol.com|pdns08.domaincontrol.com,,
kytrailer.com,kytrailer.com,False,True,True,r,r,0,none,100,a:f:r:f,86400,mailto:postmaster@kytrailer.com,mailto:postmaster@kytrailer.com,none,"0, kytrailer-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com ip4:147.160.167.0/26 include:_spf.salesforce.com include:aspmx.pardot.com ~all,v=DMARC1; p=none; rua=mailto:postmaster@kytrailer.com; ruf=mailto:postmaster@kytrailer.com; rf=afrf; pct=100; ri=86400,kytrailer.com,,,,,,,ns0.dnsmadeeasy.com|ns3.dnsmadeeasy.com|ns4.dnsmadeeasy.com|ns1.dnsmadeeasy.com|ns2.dnsmadeeasy.com,,
ladarling.com,ladarling.com,False,True,False,,,,,,,,,,,"10, ladarling.com.1.0001.arsmtp.com|20, ladarling.com.2.0001.arsmtp.com",,,v=spf1 include:edgepilot.com ip4:98.174.108.135 ip4:12.10.93.253 include:spf.protection.outlook.com -all,,,,,,Duplicate include: spf.protection.outlook.com,A DMARC record does not exist for this domain or its base domain,,ns01.domaincontrol.com|ns02.domaincontrol.com,,
larsonjuhl.com,larsonjuhl.com,False,True,True,r,r,0,quarantine,100,a:f:r:f,86400,mailto:DMARC_Reports@larsonjuhl.com,,quarantine,"10, larsonjuhl-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com include:u9153364.wl115.sendgrid.net include:mktomail.com ip4:64.88.160.209 ip4:64.88.160.196 ip4:157.97.200.78 ip4:141.136.120.50 ip4:85.222.240.20 ip4:167.89.18.77 -all,v=DMARC1; p=quarantine; rua=mailto:DMARC_Reports@larsonjuhl.com,larsonjuhl.com,,,,,,,ns46.worldnic.com|ns45.worldnic.com,,
local10.com,local10.com,False,True,True,r,r,1,none,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,none,"10, mx0a-004f3a01.pphosted.com|10, mx0b-004f3a01.pphosted.com",,,v=spf1 include:spf.clearslide.com a:dispatch-us.ppe-hosted.com ~all,v=DMARC1; p=none; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com; fo=1,local10.com,,,,,,,ns4.grahamdigital.com|ns6.grahamdigital.com|ns2.grahamdigital.com|ns1.grahamdigital.com|ns3.grahamdigital.com|ns5.grahamdigital.com,,
lubrizol.com,lubrizol.com,False,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"10, mxa-003e1601.gslb.pphosted.com|10, mxb-003e1601.gslb.pphosted.com",,,v=spf1 ip4:23.140.16.53 ip4:23.140.48.37 ip4:68.232.146.243 ip4:68.232.148.130 ip4:68.232.157.211 ip4:68.232.149.118 ip4:149.72.62.63 ip4:206.187.4.233 ip4:43.228.187.74 ip4:199.122.112.0/22 ip4:66.180.72.0/21 ip4:70.42.227.151 ip4:70.42.227.152 ip4:20.1.128.197 ip4:20.10.24.226 ip4:20.96.12.43 ip4:20.1.130.13 ip4:20.119.174.191 ip4:20.230.106.230 ip4:20.114.186.35 ip4:20.119.207.133 include:spf.protection.outlook.com include:_spf.salesforce.com include:_spf.exactonline.co.uk include:spf-003e1601.pphosted.com ~all,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,lubrizol.com,,"The resolution lifetime expired after 2.000 seconds: Server Do53:10.23.1.99@53 answered The DNS operation timed out.|The reverse DNS of 205.220.161.75 is mx0a-003e1601.pphosted.com, but the A/AAAA DNS records for mx0a-003e1601.pphosted.com do not resolve to 205.220.161.75",,,,DMARC record at root of lubrizol.com has no effect,ns2.lubrizol.com|ns1.lubrizol.com,,
marmon-herrington.com,marmon-herrington.com,True,True,True,r,r,0,quarantine,100,a:f:r:f,86400,mailto:re+ckgc5zf2j7r@dmarc.postmarkapp.com,,quarantine,"0, marmonherrington-com01e.mail.protection.outlook.com",,,v=spf1 ip4:12.192.3.222/32 include:spf.protection.outlook.com -all,v=DMARC1; p=quarantine; pct=100; rua=mailto:re+ckgc5zf2j7r@dmarc.postmarkapp.com; sp=quarantine; aspf=r;,marmon-herrington.com,,,,,,,ns43.worldnic.com|ns44.worldnic.com,,
marmon.com,marmon.com,False,True,True,r,r,1,quarantine,100,a:f:r:f,86400,mailto:dmarc@marmon.com|mailto:re+cgmdjbugkoy@dmarc.postmarkapp.com,mailto:dmarc@marmon.com|mailto:re+cgmdjbugkoy@dmarc.postmarkapp.com,none,"0, marmon-com.mail.protection.outlook.com",,,v=spf1 ip4:40.123.53.99 ip4:40.123.53.216 ip4:52.232.178.23 ip4:20.88.44.92 include:spf.protection.outlook.com include:mail.zendesk.com include:spf-005a1801.pphosted.com include:sendgrid.net include:relay.mailchannels.net include:_spf.psm.knowbe4.com -all,"v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarc@marmon.com,mailto:re+cgmdjbugkoy@dmarc.postmarkapp.com; ruf=mailto:dmarc@marmon.com,mailto:re+cgmdjbugkoy@dmarc.postmarkapp.com; sp=none; fo=1",marmon.com,,52.101.8.36 does not have any reverse DNS (PTR) records,,,,,aurora.ns.cloudflare.com|christian.ns.cloudflare.com,,
marmoniei.com,marmoniei.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:dmarc@marmoniei.com,,reject,"10, mx1-us1.ppe-hosted.com|20, mx2-us1.ppe-hosted.com",,,v=spf1 include:_spf.prod.hydra.sophos.com include:spf.protection.outlook.com a:dispatch-us.ppe-hosted.com -all,v=DMARC1; p=reject; rua=mailto:dmarc@marmoniei.com,marmoniei.com,,,,,,,ns21.worldnic.com|ns22.worldnic.com,,
marmonindustrialwater.com,marmonindustrialwater.com,True,False,False,,,,,,,,,,,,,,,,,,No MX records found. Is the domain parked?,"('marmonindustrialwater.com does not have a SPF TXT record ', 'marmonindustrialwater.com')",,A DMARC record does not exist for this domain or its base domain,,rajeev.ns.cloudflare.com|chelsea.ns.cloudflare.com,,
marmonkeystone.com,marmonkeystone.com,True,True,True,r,r,1,reject,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,reject,"10, marmonkeystone-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com ip4:67.235.63.70 ip4:66.212.143.80/28 ip4:74.112.4.226 ip4:162.155.234.0/29 ~all,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com,marmonkeystone.com,,52.101.8.36 does not have any reverse DNS (PTR) records,,,,,ns51.worldnic.com|ns52.worldnic.com,,
marmonlink.com,marmonlink.com,False,False,True,r,r,0,none,100,a:f:r:f,86400,,,none,"0, marmonlink-com.mail.protection.outlook.com",,,v=spf1 include:_spf.marmonlink.com include:amazonses.com include:email.freshdesk.com include:spf.protection.outlook.com  -all,v=DMARC1; p=none;,marmonlink.com,,,Parsing the SPF record requires 11/10 maximum DNS lookups - https://tools.ietf.org/html/rfc7208#section-4.6.4,,,rua tag (destination for aggregate reports) not found,ns-1131.awsdns-13.org|ns-1964.awsdns-53.co.uk|ns-489.awsdns-61.com|ns-897.awsdns-48.net,,
marmonrenew.com,marmonrenew.com,False,True,False,,,,,,,,,,,"10, marmonrenew-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com -all,,,,52.101.9.17 does not have any reverse DNS (PTR) records,,,A DMARC record does not exist for this domain or its base domain,,ns-1463.awsdns-54.org|ns-1918.awsdns-47.co.uk|ns-195.awsdns-24.com|ns-813.awsdns-37.net,,
marmonutility.com,marmonutility.com,True,True,True,r,r,0,none,100,a:f:r:f,86400,,,none,"0, mx1-us1.ppe-hosted.com|5, mx2-us1.ppe-hosted.com|10, marmonutility-com.mail.protection.outlook.com",,,v=spf1 ip4:74.220.224.146 include:spf.protection.outlook.com a:dispatch-us.ppe-hosted.com include:spf.usa.net include:relay.mailchannels.net ~all,v=DMARC1; p=none; adkim=r; aspf=r; sp=none,marmonutility.com,,,,,,rua tag (destination for aggregate reports) not found,ns99.worldnic.com|ns100.worldnic.com,,
mckenzievalve.com,mckenzievalve.com,True,True,True,s,s,0,reject,100,a:f:r:f,86400,,,reject,,,,v=spf1 -all,v=DMARC1; p=reject; sp=reject; adkim=s; aspf=s;,mckenzievalve.com,,No MX records found. Is the domain parked?,,,,rua tag (destination for aggregate reports) not found,rosa.ns.cloudflare.com|carmelo.ns.cloudflare.com,,
mclaneco.com,mclaneco.com,False,True,True,s,s,1,quarantine,100,a:f:r:f,86400,mailto:mbx_smg_dmarc_rua@mclaneco.com,mailto:mbx_smg_dmarc_rua@mclaneco.com,none,"10, us-smtp-inbound-1.mimecast.com|10, us-smtp-inbound-2.mimecast.com",,,v=spf1 include:_spf1.mclaneco.com include:_spf2.mclaneco.com include:spf.protection.outlook.com include:us._netblocks.mimecast.com -all,v=DMARC1; p=quarantine; rua=mailto:mbx_smg_dmarc_rua@mclaneco.com; ruf=mailto:mbx_smg_dmarc_rua@mclaneco.com; fo=1; adkim=s; aspf=s; pct=100; rf=afrf; ri=86400; sp=none,mclaneco.com,,,,,,,cans01.mclaneco.com|mcns01.mclaneco.com,,
medpro.com,medpro.com,False,True,False,,,,,,,,,,,"10, us-smtp-inbound-1.mimecast.com|10, us-smtp-inbound-2.mimecast.com",,,v=spf1 include:_netblocks.mimecast.com include:e2ma.net include:mail.logonpreview.medpro.com include:mail.useraccount.medpro.com -all,,,,The resolution lifetime expired after 10.000 seconds: Server Do53:1.1.1.1@53 answered The DNS operation timed out.,,,A DMARC record does not exist for this domain or its base domain,,ns19.worldnic.com|ns20.worldnic.com,,
metalogicinspection.com,metalogicinspection.com,False,False,False,,,,,,,,,,,"10, metalogicinspection-com.mail.protection.outlook.com",,,,,,,104.47.75.228 does not have any reverse DNS (PTR) records,"(SPFRecordNotFound('metalogicinspection.com does not have a SPF TXT record', 'metalogicinspection.com'), 'metalogicinspection.com')",,A DMARC record does not exist for this domain or its base domain,,ns43.worldnic.com|ns44.worldnic.com,,
microaire.com,microaire.com,False,True,False,,,,,,,,,,,"10, us-smtp-inbound-1.mimecast.com|10, us-smtp-inbound-2.mimecast.com",,,v=spf1 include:us._netblocks.mimecast.com ~all,,,,,,,A DMARC record does not exist for this domain or its base domain,,ns1-01.azure-dns.com|ns2-01.azure-dns.net|ns3-01.azure-dns.org|ns4-01.azure-dns.info,,
midamericanenergy.com,midamericanenergy.com,False,True,True,r,r,0,reject,100,a:f:r:f,86400,mailto:3zgwhxv9@ag.dmarcian.com,,reject,"10, midamericanenergy-com.mail.protection.outlook.com",,,v=spf1 include:spf.protection.outlook.com ip4:206.108.233.35 -all,v=DMARC1; p=reject; rua=mailto:3zgwhxv9@ag.dmarcian.com;,midamericanenergy.com,,52.101.8.36 does not have any reverse DNS (PTR) records,,,,,ns4.midamerican.com|ns3.midamerican.com,,
mii.com,mii.com,False,True,True,r,r,1,none,100,a:f:r:f,86400,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,none,"20, mxa-00276401.gslb.pphosted.com|20, mxb-00276401.gslb.pphosted.com",,,v=spf1 include:spf-00276401.pphosted.com include:spf.protection.outlook.com include:_spf.salesforce.com include:aspmx.pardot.com  ip4:192.245.140.5 ip4:198.147.156.3 ip4:80.6.91.150 ip4:107.20.210.250 ip4:52.1.14.157 ip4:67.23.194.116 ~all,v=DMARC1; p=none; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com;fo=1,mii.com,,,,,,DMARC record at root of mii.com has no effect,dns1.p01.nsone.net|dns2.p01.nsone.net|dns3.p01.nsone.net|dns4.p01.nsone.net,,
